surveyID,samplingPerformedByID,verbatimSiteNames,verbatimSiteDescription,reportedWeather,isSamplingEffortReported,hasMaterialSamples,eventID,verbatimTargetScope,protocolNames,protocolDescriptions,protocolReferences,isAbundanceReported,materialSampleTypes
P111.2A,P111,DOFAtlasIIIQuadrantID: 2645,"land cover: wet | subland cover: meadow, marsh",Wind: Gentle breeze 3.4-5.5 | Temperature: 20-25,True,True,P111.2A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P111.2B,P111,DOFAtlasIIIQuadrantID: 2645,"land cover: wet | subland cover: meadow, marsh",Wind: Gentle breeze 3.4-5.5 | Temperature: 15-20,True,True,P111.2B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P112.1A,P112,DOFAtlasIIIQuadrantID: 3613,land cover: forest | subland cover: NA,Wind: Moderate breeze 5.5-7.9 | Temperature: 20-25,True,True,P112.1A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P112.1B,P112,DOFAtlasIIIQuadrantID: 3613,land cover: forest | subland cover: NA,Wind: Moderate breeze 5.5-7.9 | Temperature: 20-25,True,True,P112.1B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P252.1A,P252,DOFAtlasIIIQuadrantID: 3613,land cover: forest | subland cover: NA,Wind: Light Breeze 1.6-3.3 | Temperature: 25+,True,True,P252.1A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P252.1B,P252,DOFAtlasIIIQuadrantID: 3613,land cover: forest | subland cover: NA,Wind: Light Breeze 1.6-3.3 | Temperature: 20-24,True,True,P252.1B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P112.2A,P112,DOFAtlasIIIQuadrantID: 3602,land cover: dry | subland cover: moor,Wind: Gentle breeze 3.4-5.5 | Temperature: 20-25,True,True,P112.2A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P112.2B,P112,DOFAtlasIIIQuadrantID: 3602,land cover: dry | subland cover: moor,Wind: Gentle breeze 3.4-5.5 | Temperature: 20-25,True,True,P112.2B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P252.2A,P252,DOFAtlasIIIQuadrantID: 3602,land cover: dry | subland cover: moor,Wind: Light Breeze 1.6-3.3 | Temperature: 25+,True,True,P252.2A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P252.2B,P252,DOFAtlasIIIQuadrantID: 3602,land cover: dry | subland cover: moor,Wind: Light Breeze 1.6-3.3 | Temperature: 20-24,True,True,P252.2B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P380.1A,P380,DOFAtlasIIIQuadrantID: 4600,"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture",Wind: Light Breeze 1.6-3.3 | Temperature: 20-24,True,True,P380.1A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P380.1B,P380,DOFAtlasIIIQuadrantID: 4600,"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture",Wind: Light Breeze 1.6-3.3 | Temperature: 20-24,True,True,P380.1B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P113.2A,P113,DOFAtlasIIIQuadrantID: 3799,"land cover: dry, agriculture | subland cover: pasture, intensive agriculture, extensive agriculture",Wind: Gentle breeze 3.4-5.5 | Temperature: 20-25,True,True,P113.2A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P113.2B,P113,DOFAtlasIIIQuadrantID: 3799,"land cover: dry, agriculture | subland cover: pasture, intensive agriculture, extensive agriculture",Wind: Gentle breeze 3.4-5.5 | Temperature: 20-25,True,True,P113.2B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P114.1A,P114,DOFAtlasIIIQuadrantID: 3648,land cover: forest | subland cover: NA,Wind: Light Breeze 1.6-3.3 | Temperature: 20-25,True,True,P114.1A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P114.1B,P114,DOFAtlasIIIQuadrantID: 3648,land cover: forest | subland cover: NA,Wind: Gentle breeze 3.4-5.5 | Temperature: 20-25,True,True,P114.1B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P244.1A,P244,DOFAtlasIIIQuadrantID: 3648,land cover: forest | subland cover: NA,Wind: Gentle breeze 3.4-5.5 | Temperature: 15-19,True,True,P244.1A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P244.1B,P244,DOFAtlasIIIQuadrantID: 3648,land cover: forest | subland cover: NA,Wind: Gentle breeze 3.4-5.5 | Temperature: 15-19,True,True,P244.1B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P114.2A,P114,DOFAtlasIIIQuadrantID: 3649,land cover: dry | subland cover: pasture,Wind: Light Breeze 1.6-3.3 | Temperature: 25-30,True,True,P114.2A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P114.2B,P114,DOFAtlasIIIQuadrantID: 3649,land cover: dry | subland cover: pasture,Wind: Gentle breeze 3.4-5.5 | Temperature: 20-25,True,True,P114.2B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P244.2A,P244,DOFAtlasIIIQuadrantID: 3649,land cover: dry | subland cover: pasture,Wind: Moderate breeze 5.5-7.9 | Temperature: 20-24,True,True,P244.2A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P244.2B,P244,DOFAtlasIIIQuadrantID: 3649,land cover: dry | subland cover: pasture,Wind: Gentle breeze 3.4-5.5 | Temperature: 20-24,True,True,P244.2B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P115.1A,P115,DOFAtlasIIIQuadrantID: 3616,land cover: dry | subland cover: moor,Wind: Gentle breeze 3.4-5.5 | Temperature: 25-30,True,True,P115.1A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P115.1B,P115,DOFAtlasIIIQuadrantID: 3616,land cover: dry | subland cover: moor,Wind: Gentle breeze 3.4-5.5 | Temperature: 20-25,True,True,P115.1B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P253.1A,P253,DOFAtlasIIIQuadrantID: 3616,land cover: dry | subland cover: moor,Wind: Moderate breeze 5.5-7.9 | Temperature: 20-24,True,True,P253.1A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P253.1B,P253,DOFAtlasIIIQuadrantID: 3616,land cover: dry | subland cover: moor,Wind: Gentle breeze 3.4-5.5 | Temperature: 15-19,True,True,P253.1B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P115.2A,P115,DOFAtlasIIIQuadrantID: 3606,"land cover: wet | subland cover: marsh, lake",Wind: Gentle breeze 3.4-5.5 | Temperature: 25-30,True,True,P115.2A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P115.2B,P115,DOFAtlasIIIQuadrantID: 3606,"land cover: wet | subland cover: marsh, lake",Wind: Gentle breeze 3.4-5.5 | Temperature: 20-25,True,True,P115.2B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P254.1A,P254,DOFAtlasIIIQuadrantID: 3606,"land cover: wet | subland cover: marsh, lake",Wind: Light Breeze 1.6-3.3 | Temperature: 15-19,True,True,P254.1A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P254.1B,P254,DOFAtlasIIIQuadrantID: 3606,"land cover: wet | subland cover: marsh, lake",Wind: Light Breeze 1.6-3.3 | Temperature: 15-19,True,True,P254.1B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P116.1A,P116,DOFAtlasIIIQuadrantID: 2545,land cover: dry | subland cover: pasture,Wind: Gentle breeze 3.4-5.5 | Temperature: 20-25,True,True,P116.1A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P116.1B,P116,DOFAtlasIIIQuadrantID: 2545,land cover: dry | subland cover: pasture,Wind: Moderate breeze 5.5-7.9 | Temperature: 15-20,True,True,P116.1B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P116.2A,P116,DOFAtlasIIIQuadrantID: 2556,land cover: dry | subland cover: moor,Wind: Gentle breeze 3.4-5.5 | Temperature: 20-25,True,True,P116.2A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P116.2B,P116,DOFAtlasIIIQuadrantID: 2556,land cover: dry | subland cover: moor,Wind: Moderate breeze 5.5-7.9 | Temperature: 15-20,True,True,P116.2B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P234.2A,P234,DOFAtlasIIIQuadrantID: 2556,land cover: dry | subland cover: moor,Wind: Gentle breeze 3.4-5.5 | Temperature: 20-24,True,True,P234.2A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P234.2B,P234,DOFAtlasIIIQuadrantID: 2556,land cover: dry | subland cover: moor,Wind: Light Breeze 1.6-3.3 | Temperature: 20-24,True,True,P234.2B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P117.1A,P117,DOFAtlasIIIQuadrantID: 3526,"land cover: dry | subland cover: dry, agriculture, wet",Wind: Gentle breeze 3.4-5.5 | Temperature: 20-25,True,True,P117.1A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P117.1B,P117,DOFAtlasIIIQuadrantID: 3526,"land cover: dry | subland cover: dry, agriculture, wet",Wind: Gentle breeze 3.4-5.5 | Temperature: 15-20,True,True,P117.1B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P225.1A,P225,DOFAtlasIIIQuadrantID: 3526,land cover: dry | subland cover: moor,Wind: Gentle breeze 3.4-5.5 | Temperature: 15-19,True,True,P225.1A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P225.1B,P225,DOFAtlasIIIQuadrantID: 3526,land cover: dry | subland cover: moor,Wind: Gentle breeze 3.4-5.5 | Temperature: 20-24,True,True,P225.1B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P117.2A,P117,DOFAtlasIIIQuadrantID: 3536,land cover: dry | subland cover: moor,Wind: Light Breeze 1.6-3.3 | Temperature: 25-30,True,True,P117.2A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P117.2B,P117,DOFAtlasIIIQuadrantID: 3536,land cover: dry | subland cover: moor,Wind: Light Breeze 1.6-3.3 | Temperature: 20-25,True,True,P117.2B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P225.2A,P225,DOFAtlasIIIQuadrantID: 3536,land cover: dry | subland cover: moor,Wind: Gentle breeze 3.4-5.5 | Temperature: 20-24,True,True,P225.2A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P225.2B,P225,DOFAtlasIIIQuadrantID: 3536,land cover: dry | subland cover: moor,Wind: Gentle breeze 3.4-5.5 | Temperature: 20-24,True,True,P225.2B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P118.1A,P118,DOFAtlasIIIQuadrantID: 3552,land cover: forest | subland cover: NA,Wind: Light Breeze 1.6-3.3 | Temperature: 25-30,True,True,P118.1A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P118.1B,P118,DOFAtlasIIIQuadrantID: 3552,land cover: forest | subland cover: NA,Wind: Light Breeze 1.6-3.3 | Temperature: 25-30,True,True,P118.1B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P118.2A,P118,DOFAtlasIIIQuadrantID: 3551,land cover: dry | subland cover: moor,Wind: Light Breeze 1.6-3.3 | Temperature: 25-30,True,True,P118.2A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P118.2B,P118,DOFAtlasIIIQuadrantID: 3551,land cover: dry | subland cover: moor,Wind: Light Breeze 1.6-3.3 | Temperature: 25-30,True,True,P118.2B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P242.1A,P242,DOFAtlasIIIQuadrantID: 3551,land cover: dry | subland cover: moor,Wind: Gentle breeze 3.4-5.5 | Temperature: 15-19,True,True,P242.1A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P242.1B,P242,DOFAtlasIIIQuadrantID: 3551,land cover: dry | subland cover: moor,Wind: Moderate breeze 5.5-7.9 | Temperature: 20-24,True,True,P242.1B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P119.1A,P119,DOFAtlasIIIQuadrantID: 4550,"land cover: agriculture | subland cover: intensive agriculture, extensive agriculture, cropfield",Wind: Light Breeze 1.6-3.3 | Temperature: 25-30,True,True,P119.1A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P119.1B,P119,DOFAtlasIIIQuadrantID: 4550,"land cover: agriculture | subland cover: intensive agriculture, extensive agriculture, cropfield",Wind: Light Breeze 1.6-3.3 | Temperature: 20-25,True,True,P119.1B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P240.1A,P240,DOFAtlasIIIQuadrantID: 4550,"land cover: agriculture | subland cover: intesive agriculture, extensive agriculture, cropfield",Wind: Light Breeze 1.6-3.3 | Temperature: 15-19,True,True,P240.1A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P240.1B,P240,DOFAtlasIIIQuadrantID: 4550,"land cover: agriculture | subland cover: intesive agriculture, extensive agriculture, cropfield",Wind: Gentle breeze 3.4-5.5 | Temperature: 15-19,True,True,P240.1B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
